order_id,order_date,category,subcategory,product_name,customer_id,city,price,quantity,discount_pct,revenue,profit,payment_method,channel,order_status,ship_date,delivery_date
100045,2023-12-02,Clothing,Women,Women 434,CUST6529,Pune,4758,2,10,8564.4,1995.66,COD,Website,Delivered,2023-12-03,2023-12-06
100046,2023-08-18,Grocery,Snacks,Snacks 899,CUST1659,Hyderabad,4251,1,0,4251.0,1172.14,Credit Card,Website,Delivered,2023-08-19,2023-08-23
100047,2025-08-28,Clothing,Women,Women 816,CUST5198,Kolkata,2949,3,20,7077.6,1466.85,UPI,Website,Pending,2025-08-29,2025-09-02
100048,2023-01-27,Home & Kitchen,Decor,Decor 793,CUST7149,Pune,11914,1,0,11914.0,3354.75,Credit Card,Website,Delivered,2023-01-30,2023-02-03
100049,2024-09-06,Electronics,Accessories,Accessories 901,CUST1672,Kolkata,8928,2,10,16070.4,6206.53,Debit Card,Website,Shipped,2024-09-11,2024-09-13
100050,2024-03-19,Home & Kitchen,Decor,Decor 948,CUST8532,Chennai,7335,1,20,5868.0,1214.12,Debit Card,Marketplace,Returned,2024-03-26,2024-03-29
100051,2024-04-21,Beauty,Haircare,Haircare 706,CUST5397,Kolkata,14154,1,0,14154.0,4872.01,COD,Website,Cancelled,2024-04-28,2024-05-02
100052,2024-11-15,Beauty,Makeup,Makeup 129,CUST9098,Kolkata,3179,2,5,6040.1,1987.4,Debit Card,Mobile App,Delivered,2024-11-22,2024-11-26
100053,2025-06-20,Home & Kitchen,Decor,Decor 110,CUST9464,Mumbai,1602,1,15,1361.7,411.62,Credit Card,Marketplace,Delivered,2025-06-25,2025-06-28
100054,2025-03-22,Electronics,Mobiles,Mobiles 401,CUST4630,Pune,11534,1,10,10380.6,2773.78,Debit Card,Mobile App,Delivered,2025-03-25,2025-03-28
100055,2025-02-02,Sports,Outdoor,Outdoor 460,CUST8434,Delhi,5223,1,5,4961.85,1865.0,Credit Card,Mobile App,Delivered,2025-02-09,2025-02-13
100056,2023-07-09,Clothing,Men,Men 856,CUST8933,Delhi,12071,3,20,28970.4,8130.31,UPI,Website,Delivered,2023-07-12,2023-07-14
100057,2023-11-06,Electronics,Accessories,Accessories 646,CUST3073,Delhi,945,1,20,756.0,258.23,Credit Card,Marketplace,Shipped,2023-11-11,2023-11-13
100058,2025-06-12,Electronics,Accessories,Accessories 391,CUST8690,Ahmedabad,7416,1,5,7045.2,1457.66,Debit Card,Mobile App,Delivered,2025-06-13,2025-06-16
100059,2024-05-18,Electronics,Accessories,Accessories 744,CUST1878,Chennai,2644,3,10,7138.8,2733.9,Credit Card,Website,Delivered,2024-05-23,2024-05-27
100060,2024-09-02,Sports,Fitness,Fitness 894,CUST9561,Pune,7581,2,10,13645.8,3110.79,COD,Mobile App,Delivered,2024-09-03,2024-09-07
100061,2025-09-10,Grocery,Snacks,Snacks 881,CUST4404,Mumbai,4535,1,5,4308.25,1516.62,Netbanking,Website,Delivered,2025-09-15,2025-09-18
100062,2024-12-06,Sports,Outdoor,Outdoor 398,CUST1534,Mumbai,4920,1,15,4182.0,1613.27,Credit Card,Mobile App,Cancelled,2024-12-13,2024-12-17
100063,2025-04-03,Clothing,Women,Women 217,CUST9922,Mumbai,10810,1,10,9729.0,2283.14,UPI,Website,Delivered,2025-04-06,2025-04-10
100064,2025-02-05,Sports,Outdoor,Outdoor 549,CUST3037,Ahmedabad,11483,1,15,9760.55,2064.01,Netbanking,Marketplace,Delivered,2025-02-06,2025-02-10
100065,2023-02-10,Beauty,Haircare,Haircare 430,CUST5102,Hyderabad,1696,1,20,1356.8,383.4,UPI,Marketplace,Returned,2023-02-17,2023-02-19
100066,2025-02-20,Clothing,Women,Women 631,CUST8245,Delhi,3173,3,15,8091.15,2209.23,COD,Website,Delivered,2025-02-25,2025-02-28
100067,2023-11-25,Grocery,Snacks,Snacks 978,CUST3634,Kolkata,6944,2,10,12499.2,3343.33,COD,Marketplace,Delivered,2023-11-26,2023-11-29
100068,2023-09-16,Home & Kitchen,Furniture,Furniture 891,CUST7622,Jaipur,13715,1,20,10972.0,3375.04,UPI,Website,Delivered,2023-09-23,2023-09-26
100069,2024-10-02,Beauty,Skincare,Skincare 308,CUST5375,Jaipur,2346,1,15,1994.1,446.34,COD,Website,Delivered,2024-10-09,2024-10-11
100070,2024-12-27,Clothing,Women,Women 664,CUST1224,Jaipur,6884,1,5,6539.8,1318.09,UPI,Mobile App,Pending,2024-12-29,2025-01-01
100071,2025-08-13,Grocery,Beverages,Beverages 621,CUST5479,Pune,13876,2,15,23589.2,8285.8,Netbanking,Website,Delivered,2025-08-20,2025-08-24
100072,2025-02-03,Clothing,Men,Men 382,CUST7798,Kolkata,13105,3,10,35383.5,8346.62,Debit Card,Marketplace,Delivered,2025-02-10,2025-02-14
100073,2024-11-06,Beauty,Skincare,Skincare 557,CUST9824,Ahmedabad,5854,1,20,4683.2,1158.74,COD,Mobile App,Shipped,2024-11-08,2024-11-12
100074,2023-09-02,Sports,Outdoor,Outdoor 339,CUST7730,Hyderabad,5413,2,15,9202.1,2970.29,Credit Card,Mobile App,Pending,2023-09-04,2023-09-08
100075,2025-09-15,Sports,Outdoor,Outdoor 990,CUST2644,Ahmedabad,1833,3,15,4674.15,1855.31,Credit Card,Mobile App,Shipped,2025-09-17,2025-09-19
100076,2024-04-25,Home & Kitchen,Appliances,Appliances 738,CUST7512,Bengaluru,14155,1,20,11324.0,3668.95,Debit Card,Marketplace,Delivered,2024-04-30,2024-05-04
100077,2023-02-06,Sports,Fitness,Fitness 340,CUST5708,Mumbai,12435,1,15,10569.75,2159.74,UPI,Mobile App,Delivered,2023-02-09,2023-02-11
100078,2023-02-17,Home & Kitchen,Furniture,Furniture 400,CUST6873,Kolkata,7256,1,5,6893.2,2024.99,Netbanking,Marketplace,Cancelled,2023-02-19,2023-02-21
100079,2023-03-22,Sports,Outdoor,Outdoor 734,CUST4945,Ahmedabad,9754,1,5,9266.3,2851.89,Debit Card,Mobile App,Delivered,2023-03-23,2023-03-26
100080,2025-07-11,Home & Kitchen,Decor,Decor 659,CUST3588,Bengaluru,7437,1,20,5949.6,2023.87,COD,Marketplace,Delivered,2025-07-14,2025-07-16
100081,2024-01-29,Beauty,Skincare,Skincare 342,CUST7248,Lucknow,6081,3,10,16418.7,3307.74,Debit Card,Website,Pending,2024-02-03,2024-02-06
100082,2023-01-09,Sports,Gear,Gear 896,CUST1803,Lucknow,12408,2,10,22334.4,5468.62,Credit Card,Marketplace,Returned,2023-01-11,2023-01-15
100083,2023-07-14,Sports,Outdoor,Outdoor 794,CUST3240,Bengaluru,10480,1,10,9432.0,2285.17,UPI,Marketplace,Delivered,2023-07-16,2023-07-18
100084,2025-07-20,Home & Kitchen,Appliances,Appliances 865,CUST7807,Chennai,3489,1,20,2791.2,627.2,Debit Card,Marketplace,Delivered,2025-07-23,2025-07-25
100085,2023-09-21,Beauty,Makeup,Makeup 864,CUST6549,Bengaluru,7873,1,5,7479.35,1863.63,Credit Card,Marketplace,Delivered,2023-09-26,2023-09-30
100086,2024-01-10,Electronics,Laptops,Laptops 114,CUST5332,Jaipur,2224,2,10,4003.2,1062.59,Debit Card,Marketplace,Delivered,2024-01-13,2024-01-15
100087,2024-11-22,Clothing,Women,Women 125,CUST6374,Lucknow,3826,1,15,3252.1,709.36,Debit Card,Marketplace,Delivered,2024-11-24,2024-11-26
100088,2025-08-26,Electronics,Laptops,Laptops 604,CUST2902,Bengaluru,4046,3,5,11531.1,3716.14,Debit Card,Marketplace,Pending,2025-09-02,2025-09-05
100089,2024-08-24,Grocery,Essentials,Essentials 258,CUST7797,Bengaluru,13859,2,20,22174.4,7059.82,Debit Card,Website,Delivered,2024-08-26,2024-08-29
100090,2024-03-31,Clothing,Women,Women 201,CUST7018,Jaipur,14973,1,0,14973.0,4796.93,Credit Card,Website,Pending,2024-04-05,2024-04-07
100091,2024-11-09,Clothing,Kids,Kids 754,CUST1349,Hyderabad,13090,1,5,12435.5,2514.9,Netbanking,Website,Delivered,2024-11-16,2024-11-18
100092,2024-08-23,Clothing,Men,Men 436,CUST3417,Lucknow,246,1,5,233.7,47.32,Netbanking,Mobile App,Cancelled,2024-08-24,2024-08-28
100093,2025-06-06,Electronics,Mobiles,Mobiles 115,CUST6869,Mumbai,9847,1,0,9847.0,3595.64,UPI,Website,Delivered,2025-06-13,2025-06-15
100094,2025-02-02,Electronics,Laptops,Laptops 559,CUST6931,Jaipur,9926,1,15,8437.1,2524.65,Netbanking,Website,Delivered,2025-02-09,2025-02-12
100095,2024-04-14,Grocery,Snacks,Snacks 162,CUST8847,Pune,7184,1,15,6106.4,1572.52,COD,Website,Shipped,2024-04-17,2024-04-21
100096,2023-06-01,Electronics,Mobiles,Mobiles 381,CUST9984,Kolkata,6440,3,20,15456.0,5270.81,Netbanking,Marketplace,Delivered,2023-06-02,2023-06-06
100097,2024-10-28,Sports,Gear,Gear 986,CUST4522,Pune,7598,1,15,6458.3,2145.54,COD,Mobile App,Delivered,2024-10-29,2024-11-01
100098,2024-03-13,Home & Kitchen,Decor,Decor 361,CUST7132,Chennai,11452,2,0,22904.0,8743.72,UPI,Website,Delivered,2024-03-16,2024-03-18
100099,2024-07-23,Electronics,Accessories,Accessories 675,CUST6400,Bengaluru,6930,1,15,5890.5,1333.5,UPI,Mobile App,Delivered,2024-07-26,2024-07-28
100100,2024-08-14,Sports,Fitness,Fitness 258,CUST8900,Mumbai,14081,1,10,12672.9,2926.49,Debit Card,Website,Cancelled,2024-08-21,2024-08-23
100101,2025-04-06,Beauty,Haircare,Haircare 885,CUST1430,Lucknow,10977,1,0,10977.0,3994.71,Debit Card,Mobile App,Delivered,2025-04-08,2025-04-10
100102,2024-08-02,Grocery,Beverages,Beverages 171,CUST3324,Hyderabad,1703,3,5,4853.55,1576.24,COD,Mobile App,Delivered,2024-08-05,2024-08-09
100103,2023-11-29,Sports,Gear,Gear 186,CUST1861,Chennai,2779,3,0,8337.0,2211.02,Debit Card,Mobile App,Delivered,2023-12-04,2023-12-08
100104,2024-03-28,Beauty,Makeup,Makeup 320,CUST9394,Bengaluru,5855,2,0,11710.0,4020.64,Netbanking,Mobile App,Delivered,2024-03-31,2024-04-02
100105,2023-08-14,Beauty,Haircare,Haircare 156,CUST1125,Mumbai,5138,1,5,4881.1,1206.45,Debit Card,Mobile App,Delivered,2023-08-19,2023-08-23
100106,2024-03-16,Clothing,Men,Men 489,CUST9725,Mumbai,8396,3,10,22669.2,8740.9,UPI,Mobile App,Delivered,2024-03-17,2024-03-20
100107,2024-08-12,Beauty,Haircare,Haircare 514,CUST7843,Delhi,2087,2,0,4174.0,863.02,Credit Card,Marketplace,Delivered,2024-08-15,2024-08-17
100108,2024-03-23,Electronics,Mobiles,Mobiles 546,CUST7560,Jaipur,1488,2,10,2678.4,671.85,Credit Card,Mobile App,Cancelled,2024-03-24,2024-03-28
100109,2024-10-10,Electronics,Accessories,Accessories 622,CUST4176,Kolkata,5952,1,5,5654.4,2145.5,Debit Card,Website,Delivered,2024-10-12,2024-10-16
100110,2023-03-19,Clothing,Kids,Kids 605,CUST8601,Lucknow,12649,3,15,32254.95,8507.99,Netbanking,Marketplace,Delivered,2023-03-26,2023-03-29
100111,2025-06-03,Grocery,Beverages,Beverages 254,CUST8205,Bengaluru,7882,2,10,14187.6,3415.44,Netbanking,Website,Delivered,2025-06-04,2025-06-07
100112,2024-04-17,Beauty,Skincare,Skincare 158,CUST7041,Delhi,1457,1,20,1165.6,327.75,COD,Mobile App,Delivered,2024-04-18,2024-04-21
100113,2025-07-19,Sports,Gear,Gear 292,CUST6267,Lucknow,7992,3,5,22777.2,4748.03,COD,Website,Returned,2025-07-22,2025-07-26
100114,2023-03-28,Sports,Gear,Gear 276,CUST1641,Mumbai,11793,2,15,20048.1,5917.92,Netbanking,Website,Delivered,2023-03-31,2023-04-03
100115,2024-02-23,Home & Kitchen,Decor,Decor 712,CUST1857,Kolkata,1279,1,0,1279.0,368.87,COD,Mobile App,Delivered,2024-03-01,2024-03-03
100116,2023-12-08,Electronics,Accessories,Accessories 779,CUST3317,Kolkata,5282,2,5,10035.8,2819.98,UPI,Mobile App,Delivered,2023-12-11,2023-12-13
100117,2024-11-17,Grocery,Essentials,Essentials 801,CUST9624,Bengaluru,10784,2,20,17254.4,5653.13,Debit Card,Mobile App,Delivered,2024-11-19,2024-11-22
100118,2025-08-28,Beauty,Skincare,Skincare 331,CUST3253,Chennai,1464,1,0,1464.0,436.95,Netbanking,Marketplace,Shipped,2025-08-29,2025-09-02
100119,2023-12-11,Sports,Fitness,Fitness 711,CUST7172,Chennai,2858,1,20,2286.4,544.6,Credit Card,Marketplace,Delivered,2023-12-16,2023-12-19
100120,2024-11-23,Grocery,Snacks,Snacks 554,CUST5668,Ahmedabad,4033,3,5,11494.05,3886.21,COD,Website,Delivered,2024-11-30,2024-12-03
100121,2024-04-17,Home & Kitchen,Appliances,Appliances 614,CUST9641,Pune,2855,1,20,2284.0,850.38,Debit Card,Website,Delivered,2024-04-20,2024-04-24
100122,2025-08-14,Electronics,Accessories,Accessories 966,CUST9452,Bengaluru,4870,1,5,4626.5,1598.19,Netbanking,Website,Returned,2025-08-15,2025-08-17
100123,2025-04-16,Beauty,Makeup,Makeup 127,CUST7797,Hyderabad,6695,3,10,18076.5,6378.19,UPI,Mobile App,Delivered,2025-04-19,2025-04-21
100124,2025-05-09,Grocery,Essentials,Essentials 443,CUST3392,Chennai,827,1,15,702.95,183.32,Credit Card,Marketplace,Delivered,2025-05-16,2025-05-18
100125,2025-07-16,Electronics,Mobiles,Mobiles 362,CUST4533,Chennai,9191,3,20,22058.4,6956.1,Debit Card,Website,Delivered,2025-07-17,2025-07-19
100126,2024-03-05,Grocery,Essentials,Essentials 568,CUST2029,Bengaluru,13908,2,20,22252.8,6515.38,Netbanking,Marketplace,Delivered,2024-03-07,2024-03-10
100127,2024-03-15,Electronics,Accessories,Accessories 461,CUST4941,Lucknow,7025,1,0,7025.0,2074.5,Debit Card,Website,Pending,2024-03-22,2024-03-26
100128,2025-03-16,Sports,Gear,Gear 120,CUST7397,Ahmedabad,913,2,10,1643.4,573.99,UPI,Mobile App,Cancelled,2025-03-19,2025-03-21
100129,2025-01-20,Grocery,Essentials,Essentials 206,CUST6447,Chennai,926,1,20,740.8,246.16,Credit Card,Marketplace,Delivered,2025-01-25,2025-01-29
100130,2023-07-06,Clothing,Men,Men 833,CUST8498,Hyderabad,5007,1,0,5007.0,1210.58,UPI,Mobile App,Shipped,2023-07-13,2023-07-16
100131,2025-04-14,Sports,Outdoor,Outdoor 359,CUST1599,Mumbai,4887,1,0,4887.0,1108.57,Debit Card,Mobile App,Delivered,2025-04-17,2025-04-20
100132,2025-06-29,Beauty,Haircare,Haircare 550,CUST7334,Kolkata,3260,2,15,5542.0,1809.63,Netbanking,Mobile App,Returned,2025-07-04,2025-07-06
100133,2024-03-16,Sports,Fitness,Fitness 658,CUST5813,Kolkata,1880,1,10,1692.0,453.14,Debit Card,Mobile App,Delivered,2024-03-21,2024-03-23
100134,2024-12-07,Beauty,Makeup,Makeup 557,CUST1693,Kolkata,10273,2,10,18491.4,5031.62,UPI,Website,Delivered,2024-12-12,2024-12-15
100135,2024-06-09,Grocery,Essentials,Essentials 263,CUST1510,Chennai,14104,3,15,35965.2,14135.77,UPI,Website,Cancelled,2024-06-12,2024-06-15
100136,2024-01-28,Sports,Fitness,Fitness 719,CUST3513,Ahmedabad,6277,1,15,5335.45,1319.9,Netbanking,Website,Delivered,2024-02-02,2024-02-05
100137,2024-10-27,Home & Kitchen,Furniture,Furniture 216,CUST1424,Chennai,8376,3,15,21358.8,4641.09,UPI,Mobile App,Cancelled,2024-11-01,2024-11-03
100138,2024-09-18,Home & Kitchen,Decor,Decor 602,CUST4279,Bengaluru,2423,1,15,2059.55,752.7,COD,Website,Returned,2024-09-21,2024-09-25
100139,2023-12-22,Grocery,Snacks,Snacks 663,CUST9882,Delhi,14803,1,5,14062.85,3623.13,Credit Card,Mobile App,Delivered,2023-12-23,2023-12-25
100140,2025-03-22,Clothing,Men,Men 909,CUST9094,Hyderabad,6112,3,20,14668.8,4785.22,Netbanking,Website,Delivered,2025-03-23,2025-03-25
100141,2023-11-13,Beauty,Haircare,Haircare 836,CUST8842,Jaipur,6930,2,20,11088.0,4271.65,Debit Card,Marketplace,Delivered,2023-11-18,2023-11-22
100142,2024-06-13,Home & Kitchen,Furniture,Furniture 999,CUST3981,Chennai,7288,3,0,21864.0,5110.09,Netbanking,Website,Delivered,2024-06-15,2024-06-18
100143,2025-08-15,Grocery,Snacks,Snacks 454,CUST9501,Delhi,14059,1,10,12653.1,4564.47,Netbanking,Mobile App,Delivered,2025-08-18,2025-08-22
100144,2024-06-30,Electronics,Accessories,Accessories 756,CUST3762,Lucknow,9713,1,5,9227.35,2475.27,Netbanking,Mobile App,Shipped,2024-07-07,2024-07-09
100145,2025-04-25,Electronics,Mobiles,Mobiles 146,CUST5336,Mumbai,12765,3,15,32550.75,8996.32,UPI,Mobile App,Shipped,2025-05-02,2025-05-05
100146,2024-10-19,Home & Kitchen,Appliances,Appliances 350,CUST7653,Delhi,7630,1,0,7630.0,2810.77,COD,Mobile App,Delivered,2024-10-22,2024-10-26
100147,2023-05-28,Home & Kitchen,Decor,Decor 426,CUST6658,Pune,2342,1,20,1873.6,538.98,Debit Card,Website,Delivered,2023-05-31,2023-06-03
100148,2023-09-11,Clothing,Men,Men 151,CUST5754,Pune,14358,3,15,36612.9,12827.18,Credit Card,Mobile App,Shipped,2023-09-14,2023-09-16
100149,2025-02-20,Clothing,Women,Women 627,CUST8648,Ahmedabad,14602,1,15,12411.7,4907.15,COD,Marketplace,Delivered,2025-02-22,2025-02-24
100150,2024-08-20,Home & Kitchen,Furniture,Furniture 151,CUST5609,Ahmedabad,9989,2,10,17980.2,5262.12,UPI,Mobile App,Delivered,2024-08-23,2024-08-27
100151,2024-01-10,Beauty,Makeup,Makeup 146,CUST7563,Hyderabad,9543,3,5,27197.55,8907.07,Debit Card,Website,Delivered,2024-01-15,2024-01-19
100152,2023-10-14,Sports,Gear,Gear 725,CUST2946,Chennai,1784,2,10,3211.2,773.97,Debit Card,Marketplace,Shipped,2023-10-16,2023-10-18
100153,2024-09-08,Sports,Outdoor,Outdoor 612,CUST1659,Hyderabad,837,1,10,753.3,180.19,Netbanking,Mobile App,Delivered,2024-09-15,2024-09-17
100154,2023-12-02,Sports,Outdoor,Outdoor 266,CUST7438,Lucknow,12313,1,20,9850.4,3277.48,Netbanking,Marketplace,Delivered,2023-12-09,2023-12-12
100155,2024-05-01,Electronics,Laptops,Laptops 439,CUST2795,Pune,9763,1,0,9763.0,2739.67,Debit Card,Marketplace,Cancelled,2024-05-08,2024-05-12
100156,2023-08-22,Grocery,Snacks,Snacks 697,CUST8871,Chennai,8789,3,15,22411.95,8302.39,Credit Card,Website,Delivered,2023-08-23,2023-08-25
100157,2023-01-20,Beauty,Makeup,Makeup 528,CUST3481,Pune,11513,1,15,9786.05,2932.25,Netbanking,Mobile App,Shipped,2023-01-21,2023-01-25
100158,2023-05-22,Sports,Fitness,Fitness 674,CUST6325,Ahmedabad,8809,2,10,15856.2,3308.6,COD,Marketplace,Delivered,2023-05-25,2023-05-29
100159,2025-03-01,Grocery,Essentials,Essentials 758,CUST5331,Lucknow,8132,1,5,7725.4,2659.07,Debit Card,Website,Pending,2025-03-04,2025-03-07
100160,2024-12-22,Clothing,Kids,Kids 821,CUST9011,Kolkata,8061,1,20,6448.8,1375.27,Debit Card,Mobile App,Delivered,2024-12-29,2025-01-01
100161,2025-07-06,Beauty,Makeup,Makeup 891,CUST3399,Delhi,889,1,0,889.0,294.02,COD,Marketplace,Delivered,2025-07-11,2025-07-13
100162,2023-07-26,Sports,Outdoor,Outdoor 675,CUST5450,Chennai,1989,3,20,4773.6,1680.99,UPI,Marketplace,Shipped,2023-07-28,2023-08-01
100163,2023-08-27,Electronics,Mobiles,Mobiles 523,CUST6411,Ahmedabad,1847,1,0,1847.0,382.51,Credit Card,Mobile App,Delivered,2023-09-01,2023-09-04
